  142983    15 58.2 -14 17  B5IIIpe    4.817  -0.633  -0.078   0.019  6 v*
  143033    15 58.4 -13 27  K2 ^       7.127   1.859   1.659   1.336  4 8
  143105    15 53.6 +68 43  F5 ^       6.772  -0.120   0.519   0.439  4 4
  143107AB  15 57.6 +26 53  K2IIIab    4.141   1.105   1.269   0.890  4 2*
  143129    15 58.5 +04 45  K0 ^       7.095   0.604   1.029   0.740  4 3
  143187    15 55.8 +58 55  A0V        6.321  -0.123  -0.046  -0.026  4 3
  143209    15 57.5 +39 42  K0         6.315   0.854   1.118   0.800  4 3
  143259    15 59.7 -07 18  A0 ^       6.640   0.068   0.089   0.089  3 2
  143393    15 59.1 +29 26  K2III      7.117   0.914   1.182   0.826  2 4
  143435    15 59.0 +36 39  gK5        5.603   1.727   1.570   1.155  4 4
  143454    15 59.5 +25 55  sdBe+gM3  10.185   0.194   1.427   1.734  3 v*
  143456A   15 59.8 +17 23  A0 ^       8.582  -0.047   0.012  -0.014  4 8*
  143456B   15 59.8 +17 23             8.813  -0.088   0.600   0.489  4 6*
  143459    16 00.8 -08 25  A0Vs       5.531   0.033   0.058   0.058  4 2
  143466    15 57.8 +54 45  F0IV       4.977   0.013   0.271   0.241  5 2*
  143553    16 00.9 +04 26  gK0        5.820   0.613   1.029   0.766  4 2
  143584    15 59.1 +49 53  F0IV       6.045  -0.034   0.287   0.248  4 3
  143597AB  16 00.9 +13 16  F8V        7.093  -0.079   0.504   0.417  4 3*
  143615    16 01.7 -03 46  F3IV-V     6.867  -0.140   0.396   0.343  4 2
  143666    16 01.2 +17 49  G8III      5.115   0.578   1.020   0.729  4 1
  143687    16 00.7 +31 34  K0 ^       6.625   0.824   1.122   0.810  4 4
  143722    16 00.2 +44 17  K0 ^       6.796   1.003   1.182   0.826  4 2
  143761A   16 01.0 +33 18  G2V        5.411  -0.105   0.615   0.508    s*
  143802    15 39.0 +85 17  A5 ^       6.882   0.136   0.190   0.137  2 2
  143803    15 55.0 +75 34  G5 ^       6.887   0.249   0.833   0.637  4 3
  143806AB  16 00.9 +39 11  A0         6.749   0.091   0.127   0.093  3 2*
  143807    16 01.4 +29 51  A0p:Hg:    4.980  -0.199  -0.052  -0.051  4 3*
  143841AB  16 03.0 -08 03  F2 ^       7.121  -0.121   0.411   0.358  4 4*
  143857    16 03.1 -05 50  K2 ^       6.971   1.264   1.414   1.022  4 4
  143875    16 02.1 +20 53  F8 ^       8.597  -0.127   0.494   0.416  2 9
  143894    16 02.3 +22 48  A3V        4.823   0.101   0.070   0.037    s
  143919    16 02.4 +19 38  G5 ^       8.054   0.944   1.154   0.795  2 4
  143992    16 02.8 +22 14  A2 ^       7.043   0.148   0.123   0.096  4 4
  144002    16 01.5 +47 09  K0 ^       7.326   0.324   0.759   0.574  1 -*
  144015    16 02.0 +40 01  K0 ^       6.866   1.259   1.319   0.954  4 2
  144046A   16 03.8 +04 59  G9III      6.078   0.568   0.976   0.701  4 3*
  144064A   16 03.7 +11 26  K2 ^       7.126   1.373   1.333   0.932  2 3*
  144064AB  16 03.7 +11 26  K2 ^       7.081   1.293   1.311   0.914  2 5*
  144069/0  16 04.4 -11 22  F5IV+F5IV+ 4.164  -0.113   0.461   0.398  8 4*
  144087/8  16 04.4 -11 27  G8V+K1V    6.969   0.183   0.790   0.616  6 3*
  144149    16 03.8 +17 48  K0 ^       6.766   1.134   1.234   0.865  6 3*
  144171    16 04.3 +06 01  K0 ^       7.151   1.146   1.276   0.953  4 3
  144172    16 04.5 +00 40  F8         6.809  -0.199   0.459   0.417  3 3
  144204    16 02.1 +52 55  gK5        5.931   1.573   1.534   1.149  4 4
  144205    16 02.7 +47 14  M6e        6.337   1.052   1.535   2.862  5 8*
  144206    16 02.8 +46 02  B9III      4.723  -0.395  -0.085  -0.052  4 2
  144208/9  16 03.3 +36 38  A2V+F7III  5.813   0.303   0.592   0.524  4 3*
  144248    16 02.9 +46 44  A5 ^       8.550   0.063   0.227   0.197  2 6
  144271    16 05.1 -03 32  A0 ^       6.866   0.227   0.193   0.160  4 4
  144282    16 00.3 +67 38  F2 ^       7.032   0.031   0.423   0.375  4 4
  144283    16 01.0 +64 57  A2 ^       7.071   0.140   0.095   0.051  4 5
  144284    16 01.9 +58 34  F8IV       4.013  -0.050   0.540   0.442    s
  144287    16 04.1 +25 15  G8V        7.121   0.139   0.770   0.626  2 3
  144359    16 04.2 +34 11  A0         6.791  -0.030   0.055   0.058  4 2*
  144362T   16 05.7 -06 17  F2IV       6.348  -0.126   0.419   0.366  4 2*
  144390AB  16 06.0 -06 08  K0         6.381   0.645   1.078   0.798  4 2*
  144426    16 05.6 +08 06  A3m        6.280   0.154   0.083   0.061  5 3
  144463AB  15 48.7 +83 37  A3 ^       7.007   0.318   0.498   0.458  2 2*
  144516    16 05.9 +09 56  A2 ^       6.942   0.028   0.014   0.014  4 5*
  144542    16 03.2 +59 25  M1III      6.210   1.852   1.626   1.327  4 2
  144563    16 06.0 +13 20  K0 ^       8.023   0.662   1.016   0.730  6 4*
  144564    16 06.0 +13 19  K0 ^       6.808   0.544   1.010   0.733  6 2*
  144579    16 04.9 +39 09  G8V        6.681   0.006   0.739   0.620  4 3
  144585    16 07.1 -14 04  G4IV-V     6.324   0.077   0.653   0.524  4 3
  144636    16 07.0 -03 53  Ma ^       7.430   1.943   1.839   1.848  4 5
  144654    16 03.7 +59 05  K0 ^       6.821   0.632   1.004   0.719  4 4
  144682    16 05.7 +32 15  K5 ^       6.718   1.749   1.566   1.160  4 3
  144708AB  16 07.6 -12 45  B9.5Vnn    5.753  -0.119   0.007   0.049  4 5*
  144782   :16 07.3 +09 56  M4IIIe    13.470   0.845   1.481   3.858  1 -*
  144839    16 07.4 +13 20  F3III      7.329  -0.069   0.334   0.286  6 3
  144874    16 07.6 +09 54  A7V        5.645   0.109   0.197   0.168    s
  144889    16 07.4 +21 49  K4III      6.170   1.458   1.405   1.042  4 2
  144892AB  16 08.5 -10 06  F6V+F8V    6.697  -0.152   0.504   0.444  4 3*
  144937    16 08.1 +10 05  A4n        6.754   0.143   0.148   0.112  4 3
  144999AB  16 07.6 +28 60  A3 ^       7.761   0.121   0.198   0.142  5 3*
  145000    16 08.1 +17 03  K1III      6.260   0.978   1.155   0.804  6 3*
  145001A   16 08.1 +17 03  G8III      5.010   0.474   0.957   0.691  6 2*
  145002    16 08.5 +08 32  M3.5IIIa   5.682   1.724   1.650   1.692  8 4*
  145050    16 08.6 +08 37  M5IIIab    5.675   1.768   1.654   1.691  2 2*
  145057    16 09.4 -13 03  A2 ^       7.093   0.164   0.200   0.178  4 3
  145082    16 07.0 +47 30  A0III      6.670  -0.051  -0.043  -0.023  5 3
  145085    16 09.0 +03 27  gK5        5.926   1.709   1.517   1.116  4 3
  145122    16 08.8 +17 12  A0Vnn      6.140  -0.031  -0.008  -0.002  4 2*
  145148    16 09.2 +06 23  K0IV       5.957   0.657   0.999   0.754  4 2
  145164    16 09.2 +07 53  G5 ^       9.086   0.700   1.047   0.805  3 6
  145204    16 09.7 +00 49  K2 ^       6.687   1.203   1.410   1.026  6 v*
  145206    16 09.8 -03 28  K4III      5.378   1.344   1.513   1.111  5 3
  145228    16 09.5 +11 45  F0V        7.058  -0.036   0.354   0.321  4 3
  145309A   16 04.8 +70 16  A0 ^       6.864   0.080   0.122   0.096  3 5*
  145310    16 06.1 +64 41  K0 ^       7.093   1.167   1.276   0.896  4 4
  145316    16 10.2 +01 36  K0 ^       6.610   0.559   0.975   0.710  4 4
  145328AB  16 09.0 +36 29  K0III-IV   4.749   0.675   1.028   0.752  4 1*
  145368    16 04.0 +73 09  F5 ^       6.866  -0.154   0.482   0.419  4 3
  145389    16 08.8 +44 56  B9p:Mn:    4.238  -0.306  -0.049  -0.031  4 1*
  145435    16 09.3 +41 06  F5 ^       6.704  -0.124   0.531   0.448  4 4
  145454    16 06.3 +67 49  A0Vn       5.450  -0.091  -0.029  -0.016  3 5
  145457    16 10.1 +26 45  K0III      6.585   0.647   1.083   0.767  4 2
  145532    16 09.2 +50 11  K0 ^       6.873   0.668   1.043   0.754  4 2
  145570    16 12.0 -10 04  A3IV       4.940   0.105   0.096   0.071  4 3
  145589AB  16 11.5 +09 43  F0IV       6.525   0.085   0.249   0.217  4 3*
  145607    16 12.1 -08 33  A4V        5.435   0.138   0.117   0.098    s
  145647    16 11.5 +16 40  A0V        6.093   0.029   0.015   0.003  4 2
  145674AB  16 09.0 +57 56  A1V        6.346  -0.005   0.034   0.039  3 2*
  145675    16 10.4 +43 49  K0V        6.628   0.485   0.879   0.651  4 2
  145694    16 09.4 +55 50  K0         6.444   0.771   1.086   0.766  5 3
  145713    16 11.6 +23 30  M4.5IIIa   5.766   1.654   1.636   1.908  2 2*
  145788    16 12.9 -04 13  A1V        6.259   0.128   0.131   0.125  4 2
  145802AB  16 11.7 +33 21  K2III      6.307   1.055   1.260   0.891  4 4*
  145807    16 13.2 -10 20  Mb ^       9.007   1.420   1.872   2.354  4 v*
  145849AB  16 11.8 +36 25  K3III      5.634   1.294   1.393   1.014  4 1*
  145852    16 13.2 -00 31  K0 ^       7.078   1.061   1.239   0.870  4 2
  145870    16 09.4 +63 24  A3 ^       6.887   0.155   0.112   0.106  4 4
  145876    16 13.4 -04 03  A5 ^       6.963   0.007   0.273   0.224  4 4
  145886A   16 10.3 +59 45  A0 ^       6.780   0.114   0.049   0.036  4 4*
  145891    16 13.0 +12 48  A3 ^       7.026   0.093   0.252   0.225  5 2
  145892    16 13.3 +05 01  gK5        5.462   1.641   1.514   1.094  4 2
  145894    16 13.8 -08 07  K0         6.853   0.733   1.150   0.847  4 3
  145897    16 13.8 -11 50  K3III      5.241   1.376   1.426   1.027  3 3
  145931A   16 11.8 +42 22  K4II       5.895   1.652   1.511   1.097  4 2*
  145936    16 13.6 -01 29  K0 ^       6.462   0.565   1.025   0.754  4 3
  145957    16 12.1 +39 03  K0         6.406   1.143   1.288   0.926  4 2
  145958AB  16 13.3 +13 32  G8V+K0     6.670   0.160   0.775   0.604  5 2*
  145976AB  16 12.8 +26 40  F3V        6.457  -0.113   0.385   0.337  4 3*
  145996AB  16 14.3 -10 25  F8 ^       7.289  -0.140   0.476   0.416  4 3*
  146010    16 13.1 +21 34  A2 ^       6.702   0.081   0.141   0.089  5 5
  146051A   16 14.3 -03 42  M0.5III    2.724   1.877   1.635   1.292  8 2*
  146084    16 14.2 +05 54  K2III      6.312   1.002   1.170   0.838  4 2
  146102    16 14.4 +02 39  F5 ^       6.930  -0.001   0.525   0.418  3 3
  146135    16 13.2 +38 04  F2 ^       7.092  -0.054   0.320   0.273  4 4
  146168AB  16 13.8 +28 44  F2 ^       7.728   0.025   0.425   0.369  5 4*
  146169    16 14.7 +07 51  K0 ^       6.593   1.351   1.334   0.939  4 3
  146193    16 15.1 -01 46  A0 ^       7.081   0.100   0.141   0.110  4 6
  146211    16 13.5 +39 49  K0 ^       7.155   1.179   1.285   0.910  4 3
  146233A   16 15.6 -08 22  G2Va       5.499  -0.028   0.650   0.524  4 2*
  146254    16 15.9 -14 51  A0V        6.098   0.038   0.088   0.106  4 3*
  146361/2  16 14.7 +33 52  G0VeCaII   5.184  -0.119   0.575   0.499  5 3*
  146388    16 15.5 +18 48  K3III      5.726   0.944   1.141   0.795  6 3
  146433A   16 16.3 -01 39  F8IV-V     7.076  -0.140   0.502   0.413  4 4*
  146489    16 15.2 +34 43  K0 ^       7.277   0.632   1.051   0.766  3 3
  146490    16 16.8 -05 30  A2 ^       7.196   0.276   0.250   0.221  3 3
  146514    16 16.9 -03 57  A9Vn       6.182  -0.071   0.312   0.284  6 4
  146537    16 15.8 +27 25  K2         6.147   1.382   1.378   0.976  4 5
  146603    16 12.4 +67 09  G8III      6.238   0.566   1.010   0.753  3 6
  146604    16 16.3 +23 07  K0 ^       6.582   0.558   1.016   0.753  5 3
  146639    16 15.8 +36 33  K5 ^       6.996   1.402   1.369   0.976  2 4
  146738A   16 16.7 +29 09  A3V        5.789   0.176   0.063   0.041  4 2*
  146740    16 17.7 +01 30  K0 ^       6.498   0.840   1.179   0.833  4 3
  146791A   16 18.3 -04 42  G9.5IIIb   3.233   0.554   0.987   0.720  6 3*
  146850    16 19.0 -14 52  K4III      6.001   1.426   1.578   1.233  4 8
  146870    16 15.8 +53 14  F0 ^       6.954  -0.079   0.391   0.353  4 3
  146871    16 16.8 +40 02  K2 ^       6.760   1.770   1.554   1.153  4 5
  146915    16 17.9 +23 36  K2 ^       7.198   1.647   1.506   1.120  2 5
  146926    16 10.8 +75 53  B8V        5.490  -0.453  -0.096  -0.057  4 3
  146946    16 17.8 +31 48  G0 ^       6.859  -0.148   0.596   0.524  4 3
  146949    16 19.2 -06 53  K0III      6.886   0.704   1.183   0.898  4 4
  147025    16 18.4 +25 54  G8III      6.707   0.352   0.908   0.664  4 4
  147135    16 20.5 -12 55  F0 ^       6.579   0.015   0.344   0.323  4 8
  147142    16 12.5 +75 13  K2IV       6.365   1.225   1.315   0.924  4 2
  147216    16 19.0 +37 46  K2 ^       7.231   0.852   1.138   0.795  2 3
  147232    16 17.3 +59 45  M4IIIa     5.498   1.584   1.614   1.838  2 2*
  147266    16 20.1 +21 08  G7IIIb     6.054   0.521   0.957   0.707  4 4
  147321    16 14.6 +73 24  A3V        6.036   0.165   0.059   0.053  4 4
  147352    16 19.2 +49 02  gK6        5.943   1.448   1.411   1.020  4 2
  147365AB  16 19.9 +39 43  F3IV-V     5.487  -0.160   0.412   0.368  4 2*
  147370    16 21.6 +00 05  K0 ^       6.869   0.807   1.138   0.810  4 5
  147394AB  16 19.7 +46 19  B5IV       3.901  -0.710  -0.138  -0.098  7 4*
  147395    16 20.3 +36 59  Ma ^       6.638   1.784   1.595   1.407  2 3
  147430    16 21.2 +22 14  K2 ^       6.913   0.996   1.290   0.959  4 3
  147431    16 22.3 -08 45  A2 ^       7.327   0.234   0.322   0.282  4 3
  147449    16 22.1 +01 02  F0V        4.819  -0.053   0.340   0.289    s
  147508    16 21.9 +13 27  K2 ^       7.390   1.370   1.351   0.950  4 3
  147546    16 21.9 +21 49  K2 ^       7.096   1.075   1.247   0.885  4 4
  147547A   16 21.9 +19 09  A9III      3.743   0.202   0.275   0.236  4 2*
  147550    16 22.6 -02 05  B9V        6.246  -0.003   0.065   0.066  4 3
  147575    16 23.0 -07 13  Mb ^       7.470   1.958   1.864   1.825  4 v*
  147608    16 20.4 +52 02  A2 ^       6.643   0.074   0.073   0.056  4 3
  147662    16 18.2 +68 33  K0         6.408   1.388   1.349   0.953  4 3
  147677A   16 22.1 +30 54  K0III      4.861   0.638   0.993   0.701  4 2*
  147749A   16 22.4 +33 48  M2IIIab    5.224   1.902   1.674   1.401  2 4*
  147767    16 22.5 +33 42  K5III      5.401   1.798   1.585   1.172  2 6
  147835A   16 22.9 +32 20  A4Vn       6.422   0.150   0.076   0.057  4 2*
  147837    16 24.0 +06 43  K0 ^       8.503   0.523   0.962   0.720  4 7
  147869    16 24.2 +06 57  A2pSr:     5.837   0.033   0.007   0.002  3 3
  147907    16 24.7 -02 29  F5V        7.222  -0.128   0.417   0.348  4 2
  147924    16 22.8 +44 05  A0 ^       7.705   0.102   0.120   0.079  1 -
  147928    16 24.4 +10 15  K5 ^       6.941   1.854   1.601   1.216  4 6
  147929    16 24.9 -02 28  Mb ^       8.070   1.840   1.794   2.000  4 7
  148048    16 17.5 +75 45  F5V        4.966  -0.092   0.372   0.323    s
  148085    16 23.8 +42 07  F0 ^       7.991   0.121   0.262   0.204  2 4
  148112AB  16 25.4 +14 02  B9pCrMnSr  4.576   0.015   0.007   0.011  6 5*
  148128    16 25.3 +19 14  K5         7.012   1.940   1.716   1.415  4 3*
  148148    16 25.7 +09 22  K2 ^       6.734   1.618   1.479   1.056  3 4
  148182    16 26.7 -12 26  C5,2-C7,4e 8.025    -      4.990   2.042  2 v*
  148204    16 22.8 +61 26  K2 ^       7.891   1.769   1.636   1.234  4 5*
  148206    16 25.8 +18 54  M7IIIe     9.377   1.880   1.546   1.224  6 v*
  148207    16 26.4 +02 30  A0 ^       6.661   0.123   0.097   0.073  6 3
  148228    16 26.2 +11 24  G8III      6.124   0.743   1.079   0.779  3 2
  148253    16 24.8 +44 41  F5 ^       7.191  -0.166   0.481   0.430  4 2
  148255    16 27.0 -02 60  Ma ^       8.213   2.073   1.854   1.594  3 5
  148281    16 24.4 +52 17  A0         6.851  -0.072   0.001   0.004  4 2
  148283    16 25.4 +37 24  A5V        5.545   0.103   0.175   0.157  2 2
  148287    16 26.8 +02 21  G8III      6.066   0.432   0.935   0.680  4 2
  148293    16 21.8 +69 07  K2III      5.283   0.956   1.139   0.798  3 3
  148295    16 26.3 +23 04  Ma ^       7.817   1.886   1.757   1.601  2 2*
  148296    16 26.7 +10 59  M4III      6.672   1.899   1.663   1.551  3 4*
  148297    16 26.7 +09 16  K0 ^       6.675   1.009   1.240   0.881  3 2
  148317    16 26.7 +15 58  G0III      6.704   0.039   0.631   0.488  4 2
  148329    16 24.3 +55 20  F8 ^       6.955  -0.140   0.572   0.483  5 3
  148330    16 24.4 +55 12  A2Sr       5.761   0.021   0.000  -0.002  5 2*
  148331    16 25.4 +42 31  A5 ^       7.813   0.066   0.169   0.160  2 5
  148344    16 21.6 +70 30  K0 ^       7.343   0.717   1.077   0.801  2 5
  148349    16 27.7 -07 36  M2.5III    5.225   1.992   1.799   1.546  6 v*
  148367AB  16 27.8 -08 22  A3m        4.630   0.052   0.188   0.147  4 3*
  148374AB  16 23.8 +61 42  G8III+gG7  5.697   0.558   0.975   0.693  6 2*
  148387AB  16 24.0 +61 31  G8IIIab    2.730   0.468   0.922   0.679  7 3*
  148390    16 27.5 +02 52  K5 ^       6.396   1.954   1.719   1.433  4 4
  148427    16 28.5 -13 24  G5 ^       6.913   0.545   0.949   0.719  4 5
  148432    16 19.8 +76 09  A3 ^       7.064   0.021   0.200   0.183  4 3
  148434    16 26.4 +40 49  K0         6.920   0.886   1.118   0.811  4 2
  148513    16 28.6 +00 40  K4IIIp     5.398   1.697   1.511   1.080  4 3
  148515AB  16 28.8 -08 08  F2V+dK1    6.474  -0.121   0.414   0.370  4 2*
  148531    16 28.7 +00 03  K5 ^       6.464   1.561   1.428   1.012  6 2
  148543    16 26.5 +47 57  K0 ^       6.531   0.805   1.069   0.767  4 2
  148551    16 26.9 +44 57  A0 ^       7.436   0.019   0.008  -0.001  2 4
  148554AB  16 27.9 +25 59  A3 ^       6.881   0.083   0.237   0.183  4 4*
  148560    16 29.4 -13 34  K2 ^       7.088   1.677   1.662   1.233  4 2
  148604    16 29.8 -14 33  G2-6III    5.677   0.275   0.821   0.653  4 5
  148616    16 28.0 +32 42  K0 ^       6.882   0.781   1.098   0.783  4 3
  148619    16 28.6 +19 01  G5IV       7.259   0.353   0.944   0.712  4 3
  148632    16 29.8 -11 08  B9 ^       6.901   0.143   0.179   0.160  4 3
  148653AB  16 28.9 +18 25  K3V+K3V    6.990   0.281   0.858   0.681  4 3*
  148667    16 28.5 +29 05  A2 ^       7.251   0.149   0.100   0.086  6 3
  148710    16 29.8 +07 45  K0 ^       6.879   0.676   1.155   0.883  5 v*
  148711    16 29.8 +05 58  F6II-III   6.912   0.081   0.438   0.383  3 2
  148729    16 30.4 -10 26  G0 ^       7.477  -0.020   0.592   0.479  4 4
  148743    16 30.5 -07 31  A7Ib       6.474   0.489   0.383   0.359  4 3*
  148783    16 28.6 +41 53  M6III      4.677   1.337   1.581   2.352  2 1*
  148856A   16 30.2 +21 29  G7IIIa     2.783   0.494   0.945   0.680  4 5*
  148857AB  16 30.9 +01 59  A0V+A4V    3.801   0.044   0.039   0.014  6 3*
  148880AB  16 28.7 +51 24  G9III      6.322   0.733   1.068   0.767  4 2*
  148897    16 30.6 +20 29  G8IIp      5.248   1.054   1.308   0.973  6 3*
  148912    16 31.4 +01 19  K0         6.788   1.401   1.397   1.011  5 3
  148941    16 25.5 +71 23  F8 ^       7.114  -0.133   0.593   0.534  1 -
  148968    16 32.1 -12 26  A0 ^       6.989   0.137   0.139   0.136  4 3
  148979    16 31.5 +08 18  G5         6.992   0.426   0.908   0.677  3 3*
  148995    16 30.5 +33 45  K0 ^       6.983   0.662   1.009   0.695  4 2
  149009    16 31.2 +22 12  gK5        5.780   1.900   1.672   1.272  4 3
  149059    16 31.9 +09 25  F5IV       6.506  -0.027   0.426   0.367  3 2
  149081    16 30.1 +48 58  A1V        6.444   0.005   0.024  -0.002  4 2
  149084    16 31.0 +35 13  K5         6.255   1.760   1.654   1.284  2 2
  149105    16 30.2 +47 57  G0V        6.999  -0.099   0.590   0.494    s
  149108AB  16 32.9 -10 34  A5 ^       6.848   0.044   0.282   0.253  4 4*
  149121    16 32.6 +05 31  B9.5III    5.624  -0.193  -0.051  -0.022  3 2
  149141AB  16 31.5 +33 31  A0 ^       7.107   0.071   0.090   0.077  4 2*
  149161    16 32.6 +11 29  K7III      4.838   1.725   1.541   1.159  3 3*
  149198    16 28.4 +67 03  gM3        6.542   1.774   1.591   1.523  3 v*
  149200    16 33.4 -04 16  F5 ^       7.244  -0.102   0.518   0.435  4 3
  149212    16 28.0 +68 46  A0III      4.965  -0.084  -0.050  -0.021  3 3
  149251    16 32.4 +30 07  K0 ^       7.427   1.566   1.477   1.116  4 3
  149303A   16 31.8 +45 36  A4Vn       5.676   0.088   0.112   0.088  6 3*
  149303AB  16 31.8 +45 36  A4Vn+A0    5.646   0.064   0.121   0.121  2 4*
  149303B   16 31.8 +45 36  A0         8.735  -0.116   0.523   0.440  1 -*
  149305    16 33.6 +10 22  A3 ^       6.753   0.078   0.232   0.179  3 3
  149379AB  16 32.6 +40 07  G5 ^       7.325   0.347   0.757   0.581  4 3*
  149381    16 33.8 +13 24  K0 ^       6.925   0.951   1.162   0.829  4 4
  149420AB  16 33.5 +30 30  F0III      6.889   0.130   0.237   0.203  4 8*
  149433    16 34.5 +08 40  K0 ^       6.862   0.872   1.133   0.830  3 3
  149504    16 33.7 +38 05  F7V        6.592  -0.179   0.442   0.394  2 1
  149522    16 32.9 +50 09  G5 ^       6.833   0.407   0.927   0.684  4 4
  149630    16 34.1 +42 26  B9V        4.208  -0.069  -0.016   0.012  4 4*
  149632    16 35.4 +17 03  A2V        6.421   0.023   0.059   0.034  4 2*
  149650    16 32.4 +60 49  A2V        5.934   0.089   0.032   0.019  4 2
  149661A   16 36.4 -02 19  K2V        5.768   0.302   0.843   0.652  4 2*
  149662    16 36.5 -08 51  F2III      6.878   0.247   0.586   0.512  4 3
  149681    16 25.7 +78 58  F0V        5.568   0.008   0.242   0.188  4 2
  149718    16 34.0 +52 14  K0 ^       6.852   0.690   1.022   0.723  4 3
  149748    16 32.7 +62 51  Am         7.375   0.071   0.325   0.271  3 1
  149757    16 37.2 -10 34  O9.5Vn     2.560  -1.112   0.041   0.060  8 3*
  149806AB  16 37.1 +00 15  K1         7.091   0.355   0.860   0.645  5 4*
  149822    16 36.7 +15 30  B9pSiCrSr: 6.382  -0.225  -0.076   0.010  6 4*
  149880    16 32.7 +66 45  M5IIIe     8.020   0.574   1.417   2.180  2 4*
  149881    16 37.0 +14 29  B0.5III    7.032  -1.207  -0.147  -0.101  4 3*
  149890    16 36.4 +30 56  F8V        7.113  -0.182   0.553   0.455  4 2
  149907    16 36.9 +22 52  K0III      6.886   0.695   1.021   0.752  4 3
  149908    16 37.6 +05 17  K0 ^       6.478   0.915   1.195   0.832  5 3
  149911    16 38.0 -06 32  A0pCrEu    6.074   0.189   0.159   0.178  4 5*
  149930A   16 36.4 +33 49  K0 ^       6.960   0.912   1.114   0.776  2 4*
  149956    16 36.5 +36 02  M3III      7.076   1.732   1.593   1.536  2 3
  150010    16 31.5 +72 37  K2III      6.301   1.217   1.321   0.983  4 4
  150012    16 37.8 +13 41  F5IV       6.299  -0.072   0.430   0.357  4 5
  150030    16 36.2 +46 37  G8II       5.840   0.675   1.052   0.725  4 3
  150047    16 37.6 +22 27  Ma ^       7.068   1.546   1.612   1.995  2 7*
  150050    16 38.6 -01 14  K0 ^       6.726   1.262   1.322   0.902  4 3
  150075    16 19.9 +83 42  A2 ^       7.154   0.101   0.154   0.120  2 7
  150077    16 35.0 +60 28  M4IIIe     7.297   1.643   1.682   2.079  2 3*
  150100    16 36.2 +52 54  B9.5Vn     5.536  -0.164  -0.053  -0.034  6 2*
  150102    16 37.8 +27 03  M2III      7.008   1.909   1.734   1.593  4 9*
  150117/8  16 36.2 +52 55  B9V+A1Vnn  5.087  -0.168  -0.043  -0.012  6 3*
  150142    16 33.9 +68 01  K0 ^       7.132   1.473   1.434   1.027  2 5
  150177    16 39.6 -09 33  F3V        6.331  -0.213   0.491   0.449  5 2
  150203    16 37.5 +43 34  A2 ^       7.288   0.090   0.092   0.093  4 3
  150255    16 38.1 +39 35  K0 ^       6.763   0.913   1.164   0.858  4 3
  150258    16 40.0 -06 05  F8IV       6.724  -0.074   0.536   0.450  4 3
  150275    16 30.6 +77 27  K1III      6.366   0.519   1.022   0.783  4 3
  150304    16 39.4 +22 00  K0 ^       6.778   1.212   1.346   0.993  4 5
  150340A   16 39.6 +23 00  F0 ^       7.558   0.013   0.374   0.335  3 9*
  150340AB  16 39.6 +23 00  F0+A5      7.128   0.022   0.380   0.312  2 >*
  150340B   16 39.6 +23 00  A5         8.200   0.006   0.352   0.280  2 >*
  150361    16 39.4 +29 13  A0 ^       7.272   0.025   0.167   0.138  4 2
  150378    16 40.6 +04 13  A1V        5.771  -0.027  -0.011  -0.021  4 2*
  150379    16 40.6 +04 12  A3IV       6.926   0.111   0.138   0.072  4 3*
  150381    16 40.9 -08 19  K0 ^       6.489   0.761   1.218   0.934  4 3
  150382    16 41.1 -11 50  K5 ^       6.853   2.046   1.884   1.391  4 6
  150409    16 38.5 +48 52  M4III      6.606   1.709   1.619   1.732  4 8*
  150429    16 36.9 +63 04  K5         6.175   1.818   1.572   1.173  4 2
  150433A   16 41.1 -02 51  G2V        7.234  -0.090   0.632   0.534  3 6*
  150449    16 38.0 +56 01  K1III      5.290   0.724   1.080   0.783  5 2
  150450A   16 38.7 +48 56  M2.5IIIab  4.885   1.697   1.622   1.420  6 3*
  150451    16 41.2 -01 00  A7III      6.249  -0.006   0.309   0.269  4 4
  150483    16 40.9 +12 24  A3Vn       6.074   0.070   0.050   0.012  4 5
  150493    16 41.3 +01 15  K0         6.405   0.669   1.053   0.740  6 3
  150509    16 39.0 +50 50  K0 ^       7.055   0.674   1.040   0.770  4 4
  150525    16 41.5 +04 52  A0 ^       6.961   0.151   0.148   0.112  4 3
  150557    16 41.7 +01 11  F2-4III-IV 5.738   0.002   0.331   0.282  6 3
  150578    16 38.2 +61 10  K5 ^       6.924   1.856   1.583   1.234  4 3
  150580    16 41.0 +24 52  K2         6.083   1.380   1.363   0.975  4 2
  150600    16 41.3 +22 26  K0 ^       7.217   0.617   1.039   0.779  2 >
  150620    16 42.6 -11 10  A2 ^       7.376   0.160   0.243   0.176  4 3
  150679    16 41.1 +36 12  A2 ^       7.298   0.033   0.250   0.197  2 4*
  150680AB  16 41.3 +31 36  G0IV       2.811   0.032   0.654   0.511  6 2*
  150682    16 41.6 +26 55  F2III      5.918  -0.165   0.408   0.349  4 3
  150706    16 31.3 +79 47  G3V        7.041  -0.121   0.616   0.499  2 5
  150710    16 41.6 +30 53  F5 ^       7.079  -0.148   0.530   0.444  4 2
  150781AB  16 42.4 +21 36  A0 ^       7.223   0.052   0.129   0.113  2 >*
  150905    16 43.6 +12 25  K2 ^       7.204   1.356   1.366   0.950  4 3
  150933    16 43.5 +20 43  G2V        7.201  -0.066   0.572   0.463  6 3*
  150947    16 43.6 +20 42  A0 ^       8.413  -0.198  -0.038  -0.036  3 6*
